subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
S000415,A000415,PLN_GROWTH,2024-09-21,,active,14,199
S000416,A000416,PLN_GROWTH,2024-08-06,,active,19,199
S000417,A000417,PLN_STARTER,2025-07-31,,active,4,49
S000418,A000418,PLN_STARTER,2023-09-15,,active,4,49
S000419,A000419,PLN_STARTER,2024-07-24,,active,5,49
S000420,A000420,PLN_GROWTH,2025-05-09,2025-11-05,cancelled,24,231
S000421,A000421,PLN_STARTER,2025-02-05,,active,2,49
S000422,A000422,PLN_GROWTH,2023-02-20,,active,25,239
S000423,A000423,PLN_STARTER,2025-03-21,,active,5,49
S000424,A000424,PLN_GROWTH,2023-01-18,,active,23,223
S000425,A000425,PLN_STARTER,2025-05-14,,active,1,49
S000426,A000426,PLN_ENTERPRISE,2025-04-21,,active,390,2499
S000427,A000427,PLN_SCALE,2023-08-24,2025-01-07,cancelled,47,799
S000428,A000428,PLN_SCALE,2025-06-06,,active,110,859
S000429,A000429,PLN_STARTER,2024-10-08,2025-11-13,cancelled,4,49
S000430,A000430,PLN_SCALE,2023-04-26,,active,121,925
S000431,A000431,PLN_STARTER,2024-06-20,2024-11-17,cancelled,6,59
S000432,A000432,PLN_GROWTH,2025-03-14,,active,20,199
S000433,A000433,PLN_STARTER,2023-12-08,2024-12-17,cancelled,4,49
S000434,A000434,PLN_STARTER,2024-11-10,,active,3,49
S000435,A000435,PLN_SCALE,2024-10-11,,active,133,997
S000436,A000436,PLN_GROWTH,2024-02-15,,active,10,199
S000437,A000437,PLN_GROWTH,2023-03-19,,active,14,199
S000438,A000438,PLN_SCALE,2023-02-05,,active,99,799
S000439,A000439,PLN_STARTER,2024-02-22,,active,3,49
S000440,A000440,PLN_STARTER,2025-06-06,,active,2,49
S000441,A000441,PLN_SCALE,2024-10-26,2025-06-21,cancelled,100,799
S000442,A000442,PLN_GROWTH,2023-11-29,,active,8,199
S000443,A000443,PLN_STARTER,2024-06-24,,active,4,49
S000444,A000444,PLN_ENTERPRISE,2025-04-24,,active,288,2499
S000445,A000445,PLN_STARTER,2023-07-26,,active,6,59
S000446,A000446,PLN_GROWTH,2024-10-02,2025-11-08,cancelled,26,247
S000447,A000447,PLN_STARTER,2024-10-20,2025-03-21,cancelled,4,49
S000448,A000448,PLN_STARTER,2023-06-16,2023-10-11,cancelled,1,49
S000449,A000449,PLN_STARTER,2025-08-20,,active,5,49
S000450,A000450,PLN_GROWTH,2023-03-20,2024-12-23,cancelled,23,223
S000451,A000451,PLN_STARTER,2023-08-05,,active,6,59
S000452,A000452,PLN_STARTER,2025-02-22,2025-10-13,cancelled,6,59
S000453,A000453,PLN_GROWTH,2025-01-05,,active,16,199
S000454,A000454,PLN_ENTERPRISE,2023-08-18,2024-12-20,cancelled,213,2499
S000455,A000455,PLN_GROWTH,2024-08-21,2025-04-10,cancelled,13,199
S000456,A000456,PLN_STARTER,2023-05-13,,active,4,49
S000457,A000457,PLN_STARTER,2024-11-29,2025-10-08,cancelled,5,49
S000458,A000458,PLN_STARTER,2023-05-05,,active,2,49
S000459,A000459,PLN_STARTER,2023-11-03,2024-03-02,cancelled,6,59
S000460,A000460,PLN_STARTER,2023-07-16,,active,4,49
S000461,A000461,PLN_STARTER,2025-07-04,,active,5,49
S000462,A000462,PLN_GROWTH,2024-08-03,,active,11,199
S000463,A000463,PLN_SCALE,2023-10-26,,active,91,799
S000464,A000464,PLN_STARTER,2023-04-17,,active,6,59
S000465,A000465,PLN_GROWTH,2024-10-31,2025-06-19,cancelled,19,199
S000466,A000466,PLN_STARTER,2023-12-26,,active,6,59
S000467,A000467,PLN_GROWTH,2023-06-23,,active,10,199
S000468,A000468,PLN_GROWTH,2024-10-28,,active,15,199
S000469,A000469,PLN_ENTERPRISE,2025-01-09,,active,290,2499
S000470,A000470,PLN_ENTERPRISE,2024-09-30,,active,509,2535
S000471,A000471,PLN_GROWTH,2023-11-07,2024-04-09,cancelled,14,199
S000472,A000472,PLN_GROWTH,2024-04-26,,active,21,207
S000473,A000473,PLN_STARTER,2024-06-25,,active,2,49
S000474,A000474,PLN_GROWTH,2024-09-03,,active,19,199
S000475,A000475,PLN_STARTER,2023-02-12,,active,2,49
S000476,A000476,PLN_GROWTH,2023-05-25,2023-11-15,cancelled,9,199
S000477,A000477,PLN_STARTER,2023-08-07,2024-02-19,cancelled,5,49
S000478,A000478,PLN_GROWTH,2024-04-28,,active,14,199
S000479,A000479,PLN_STARTER,2025-02-01,,active,5,49
S000480,A000480,PLN_STARTER,2023-09-06,,active,5,49
S000481,A000481,PLN_STARTER,2024-12-25,,active,2,49
S000482,A000482,PLN_SCALE,2024-10-12,2025-03-19,cancelled,110,859
S000483,A000483,PLN_GROWTH,2024-07-01,,active,19,199
S000484,A000484,PLN_STARTER,2024-09-22,,active,6,59
S000485,A000485,PLN_STARTER,2023-12-22,,active,5,49
S000486,A000486,PLN_STARTER,2024-08-21,,active,5,49
S000487,A000487,PLN_STARTER,2025-01-18,2025-11-15,cancelled,1,49
S000488,A000488,PLN_GROWTH,2024-02-16,,active,25,239
S000489,A000489,PLN_GROWTH,2025-01-26,,active,9,199
S000490,A000490,PLN_STARTER,2024-05-25,,active,4,49
S000491,A000491,PLN_GROWTH,2024-05-31,,active,25,239
S000492,A000492,PLN_STARTER,2023-09-19,2024-05-19,cancelled,5,49
S000493,A000493,PLN_GROWTH,2023-09-25,2024-04-06,cancelled,24,231
S000494,A000494,PLN_STARTER,2023-03-09,,active,2,49
S000495,A000495,PLN_GROWTH,2025-10-02,,active,10,199
S000496,A000496,PLN_SCALE,2023-10-18,,active,80,799
S000497,A000497,PLN_GROWTH,2025-03-13,,active,18,199
S000498,A000498,PLN_STARTER,2025-09-26,,active,3,49
S000499,A000499,PLN_GROWTH,2023-05-02,2024-11-24,cancelled,13,199
S000500,A000500,PLN_STARTER,2025-09-12,,active,2,49
S000501,A000501,PLN_GROWTH,2023-01-11,,active,17,199
S000502,A000502,PLN_GROWTH,2024-08-13,,active,25,239
S000503,A000503,PLN_GROWTH,2024-08-23,2025-12-28,cancelled,17,199
S000504,A000504,PLN_SCALE,2025-04-06,2025-10-23,cancelled,105,829
S000505,A000505,PLN_GROWTH,2024-08-25,2025-02-13,cancelled,13,199
S000506,A000506,PLN_STARTER,2023-06-07,,active,3,49
S000507,A000507,PLN_STARTER,2023-06-03,2024-10-01,cancelled,6,59
S000508,A000508,PLN_SCALE,2023-12-18,,active,97,799
S000509,A000509,PLN_GROWTH,2023-11-02,2024-10-01,cancelled,24,231
S000510,A000510,PLN_ENTERPRISE,2023-03-01,,active,188,2499
S000511,A000511,PLN_STARTER,2025-04-16,,active,6,59
S000512,A000512,PLN_STARTER,2025-04-02,,active,3,49
S000513,A000513,PLN_SCALE,2024-08-17,,active,72,799
S000514,A000514,PLN_GROWTH,2025-01-02,,active,17,199
S000515,A000515,PLN_STARTER,2023-03-20,,active,2,49
S000516,A000516,PLN_STARTER,2024-06-28,,active,5,49
S000517,A000517,PLN_STARTER,2025-05-21,,active,4,49
S000518,A000518,PLN_GROWTH,2024-05-03,,active,9,199
S000519,A000519,PLN_STARTER,2024-06-14,,active,2,49
S000520,A000520,PLN_GROWTH,2023-09-07,,active,19,199
S000521,A000521,PLN_STARTER,2023-10-18,2024-11-23,cancelled,1,49
S000522,A000522,PLN_STARTER,2025-03-14,2025-07-02,cancelled,6,59
S000523,A000523,PLN_STARTER,2023-05-30,2024-01-01,cancelled,6,59
S000524,A000524,PLN_GROWTH,2023-05-08,2023-12-04,cancelled,19,199
S000525,A000525,PLN_STARTER,2023-02-24,,active,6,59
S000526,A000526,PLN_STARTER,2023-06-22,,active,5,49
S000527,A000527,PLN_GROWTH,2024-11-08,,active,11,199
S000528,A000528,PLN_GROWTH,2025-07-12,,active,12,199
S000529,A000529,PLN_STARTER,2024-05-05,,active,4,49
S000530,A000530,PLN_STARTER,2025-06-30,,active,2,49
S000531,A000531,PLN_STARTER,2024-04-26,2025-03-23,cancelled,3,49
S000532,A000532,PLN_STARTER,2023-06-04,,active,3,49
S000533,A000533,PLN_GROWTH,2023-04-29,,active,8,199
S000534,A000534,PLN_GROWTH,2024-01-13,,active,8,199
S000535,A000535,PLN_GROWTH,2023-11-03,,active,13,199
S000536,A000536,PLN_STARTER,2023-05-08,2024-04-21,cancelled,6,59
S000537,A000537,PLN_GROWTH,2023-07-09,,active,19,199
S000538,A000538,PLN_STARTER,2023-06-22,,active,5,49
S000539,A000539,PLN_SCALE,2025-10-14,,active,121,925
S000540,A000540,PLN_GROWTH,2025-08-21,,active,10,199
S000541,A000541,PLN_ENTERPRISE,2024-12-02,,active,517,2567
S000542,A000542,PLN_GROWTH,2025-10-12,,active,22,215
S000543,A000543,PLN_SCALE,2023-05-23,,active,101,805
S000544,A000544,PLN_STARTER,2025-07-31,,active,5,49
S000545,A000545,PLN_STARTER,2024-01-10,2025-11-03,cancelled,3,49
S000546,A000546,PLN_SCALE,2025-09-10,,active,59,799
S000547,A000547,PLN_GROWTH,2023-02-07,,active,25,239
S000548,A000548,PLN_SCALE,2025-05-16,,active,35,799
S000549,A000549,PLN_ENTERPRISE,2023-07-24,,active,228,2499
S000550,A000550,PLN_STARTER,2024-10-25,,active,2,49
S000551,A000551,PLN_STARTER,2023-11-13,,active,4,49
S000552,A000552,PLN_STARTER,2023-10-18,2025-03-24,cancelled,4,49
S000553,A000553,PLN_ENTERPRISE,2025-08-13,,active,262,2499
S000554,A000554,PLN_ENTERPRISE,2023-10-15,,active,209,2499
S000555,A000555,PLN_STARTER,2023-08-03,2025-02-24,cancelled,2,49
S000556,A000556,PLN_ENTERPRISE,2023-10-01,2024-12-17,cancelled,331,2499
S000557,A000557,PLN_STARTER,2025-06-28,,active,6,59
S000558,A000558,PLN_GROWTH,2023-01-23,,active,26,247
S000559,A000559,PLN_GROWTH,2024-07-22,2025-06-02,cancelled,25,239
S000560,A000560,PLN_GROWTH,2024-03-14,2024-12-11,cancelled,17,199
S000561,A000561,PLN_STARTER,2023-11-01,,active,5,49
S000562,A000562,PLN_STARTER,2025-04-15,,active,3,49
S000563,A000563,PLN_STARTER,2024-05-10,,active,5,49
S000564,A000564,PLN_STARTER,2023-12-02,,active,4,49
S000565,A000565,PLN_GROWTH,2023-05-15,,active,9,199
S000566,A000566,PLN_STARTER,2024-03-16,,active,2,49
S000567,A000567,PLN_STARTER,2024-01-21,,active,5,49
S000568,A000568,PLN_STARTER,2025-05-28,,active,2,49
S000569,A000569,PLN_STARTER,2025-08-13,,active,3,49
S000570,A000570,PLN_STARTER,2023-04-08,2024-12-07,cancelled,3,49
S000571,A000571,PLN_STARTER,2025-07-25,,active,4,49
S000572,A000572,PLN_GROWTH,2023-01-22,2023-05-23,cancelled,22,215
S000573,A000573,PLN_GROWTH,2025-07-25,,active,20,199
S000574,A000574,PLN_STARTER,2023-11-21,,active,4,49
S000575,A000575,PLN_STARTER,2025-05-23,2025-10-29,cancelled,5,49
S000576,A000576,PLN_STARTER,2025-05-28,,active,5,49
S000577,A000577,PLN_GROWTH,2024-09-25,2025-10-03,cancelled,18,199
S000578,A000578,PLN_STARTER,2023-12-27,,active,4,49
S000579,A000579,PLN_ENTERPRISE,2023-11-06,,active,212,2499
S000580,A000580,PLN_ENTERPRISE,2025-08-06,,active,469,2499
S000581,A000581,PLN_STARTER,2025-08-05,,active,4,49
S000582,A000582,PLN_ENTERPRISE,2023-03-17,,active,268,2499
S000583,A000583,PLN_GROWTH,2023-08-08,,active,26,247
S000584,A000584,PLN_GROWTH,2023-12-19,2024-04-06,cancelled,20,199
S000585,A000585,PLN_GROWTH,2023-04-23,2024-09-16,cancelled,19,199
S000586,A000586,PLN_GROWTH,2024-03-27,,active,19,199
S000587,A000587,PLN_GROWTH,2024-01-18,2025-06-27,cancelled,10,199
S000588,A000588,PLN_GROWTH,2023-03-19,2024-06-01,cancelled,9,199
S000589,A000589,PLN_STARTER,2025-04-17,,active,6,59
S000590,A000590,PLN_STARTER,2024-07-26,,active,6,59
S000591,A000591,PLN_GROWTH,2025-08-11,,active,11,199
S000592,A000592,PLN_STARTER,2025-06-24,,active,2,49
S000593,A000593,PLN_GROWTH,2024-04-18,2025-01-14,cancelled,18,199
S000594,A000594,PLN_GROWTH,2025-08-25,,active,17,199
S000595,A000595,PLN_STARTER,2025-01-14,,active,6,59
S000596,A000596,PLN_STARTER,2023-06-26,,active,3,49
S000597,A000597,PLN_STARTER,2023-08-27,,active,5,49
S000598,A000598,PLN_SCALE,2023-09-21,2024-12-11,cancelled,133,997
S000599,A000599,PLN_GROWTH,2023-02-27,2024-10-26,cancelled,22,215
S000600,A000600,PLN_GROWTH,2025-03-24,,active,14,199
S000601,A000601,PLN_GROWTH,2023-06-02,,active,23,223
S000602,A000602,PLN_GROWTH,2023-07-18,,active,13,199
S000603,A000603,PLN_STARTER,2023-04-02,,active,6,59
S000604,A000604,PLN_SCALE,2023-04-04,,active,119,913
S000605,A000605,PLN_STARTER,2023-12-08,,active,5,49
S000606,A000606,PLN_GROWTH,2024-06-08,,active,24,231
S000607,A000607,PLN_GROWTH,2024-02-07,,active,16,199
S000608,A000608,PLN_GROWTH,2025-05-29,,active,23,223
S000609,A000609,PLN_STARTER,2023-11-19,,active,5,49
S000610,A000610,PLN_GROWTH,2025-05-08,,active,9,199
S000611,A000611,PLN_STARTER,2024-06-12,,active,4,49
S000612,A000612,PLN_SCALE,2024-04-04,,active,114,883
S000613,A000613,PLN_GROWTH,2024-03-15,,active,22,215
S000614,A000614,PLN_STARTER,2024-08-03,,active,3,49
S000615,A000615,PLN_STARTER,2024-05-27,,active,4,49
S000616,A000616,PLN_GROWTH,2024-06-22,,active,23,223
S000617,A000617,PLN_ENTERPRISE,2023-06-17,,active,182,2499
S000618,A000618,PLN_STARTER,2024-12-11,,active,5,49
S000619,A000619,PLN_STARTER,2025-03-15,,active,4,49
S000620,A000620,PLN_GROWTH,2025-03-17,,active,16,199
S000621,A000621,PLN_SCALE,2025-08-23,,active,72,799
S000622,A000622,PLN_STARTER,2023-10-23,,active,2,49
S000623,A000623,PLN_GROWTH,2023-04-18,2024-08-29,cancelled,23,223
S000624,A000624,PLN_SCALE,2023-01-22,,active,59,799
S000625,A000625,PLN_GROWTH,2025-03-18,,active,18,199
S000626,A000626,PLN_GROWTH,2025-05-28,,active,10,199
S000627,A000627,PLN_ENTERPRISE,2023-04-30,,active,270,2499
S000628,A000628,PLN_GROWTH,2023-05-08,2023-10-03,cancelled,10,199
S000629,A000629,PLN_GROWTH,2024-08-12,2025-07-27,cancelled,16,199
S000630,A000630,PLN_GROWTH,2025-01-27,,active,21,207
S000631,A000631,PLN_STARTER,2024-09-02,2025-12-03,cancelled,2,49
S000632,A000632,PLN_GROWTH,2024-08-29,,active,26,247
S000633,A000633,PLN_SCALE,2025-09-10,,active,52,799
S000634,A000634,PLN_STARTER,2023-08-23,,active,5,49
S000635,A000635,PLN_GROWTH,2025-07-14,,active,23,223
S000636,A000636,PLN_GROWTH,2025-10-21,,active,17,199
S000637,A000637,PLN_STARTER,2025-06-22,,active,6,59
S000638,A000638,PLN_STARTER,2024-05-09,,active,6,59
S000639,A000639,PLN_STARTER,2024-05-25,,active,6,59
S000640,A000640,PLN_GROWTH,2024-03-04,,active,11,199
S000641,A000641,PLN_GROWTH,2025-06-27,,active,18,199
S000642,A000642,PLN_GROWTH,2023-06-11,2023-10-25,cancelled,7,199
S000643,A000643,PLN_STARTER,2023-05-14,,active,3,49
S000644,A000644,PLN_SCALE,2023-11-14,2025-05-31,cancelled,86,799
S000645,A000645,PLN_GROWTH,2025-01-21,,active,10,199
S000646,A000646,PLN_STARTER,2023-12-08,,active,6,59
S000647,A000647,PLN_STARTER,2024-03-07,2025-04-23,cancelled,6,59
S000648,A000648,PLN_STARTER,2023-10-14,,active,5,49
S000649,A000649,PLN_GROWTH,2025-07-31,,active,25,239
S000650,A000650,PLN_GROWTH,2025-06-15,,active,14,199
S000651,A000651,PLN_GROWTH,2024-12-05,,active,17,199
S000652,A000652,PLN_GROWTH,2025-01-09,,active,25,239
S000653,A000653,PLN_STARTER,2024-02-13,2024-12-28,cancelled,3,49
S000654,A000654,PLN_GROWTH,2023-10-02,2024-07-02,cancelled,25,239
S000655,A000655,PLN_SCALE,2024-09-15,,active,132,991
S000656,A000656,PLN_SCALE,2024-12-03,,active,75,799
S000657,A000657,PLN_ENTERPRISE,2025-04-30,,active,521,2583
S000658,A000658,PLN_GROWTH,2024-06-08,,active,23,223
S000659,A000659,PLN_STARTER,2023-06-03,,active,3,49
S000660,A000660,PLN_GROWTH,2025-09-28,,active,12,199
S000661,A000661,PLN_STARTER,2025-07-11,2025-12-30,cancelled,2,49
S000662,A000662,PLN_STARTER,2023-11-04,,active,5,49
S000663,A000663,PLN_GROWTH,2025-03-02,,active,15,199
S000664,A000664,PLN_GROWTH,2023-03-01,,active,26,247
S000665,A000665,PLN_STARTER,2023-12-11,,active,4,49
S000666,A000666,PLN_STARTER,2023-09-19,2024-05-07,cancelled,4,49
S000667,A000667,PLN_SCALE,2023-12-19,,active,55,799
S000668,A000668,PLN_STARTER,2023-11-10,2025-01-30,cancelled,6,59
S000669,A000669,PLN_GROWTH,2025-02-04,,active,21,207
S000670,A000670,PLN_STARTER,2023-07-28,,active,4,49
S000671,A000671,PLN_STARTER,2023-08-04,,active,6,59
S000672,A000672,PLN_STARTER,2023-06-11,2025-02-16,cancelled,5,49
S000673,A000673,PLN_GROWTH,2023-11-25,,active,18,199
S000674,A000674,PLN_STARTER,2023-05-01,,active,4,49
S000675,A000675,PLN_GROWTH,2024-07-22,,active,25,239
S000676,A000676,PLN_SCALE,2023-05-25,2023-12-03,cancelled,50,799
S000677,A000677,PLN_ENTERPRISE,2024-06-04,,active,514,2555
S000678,A000678,PLN_SCALE,2024-10-28,,active,73,799
S000679,A000679,PLN_STARTER,2023-10-29,,active,2,49
S000680,A000680,PLN_ENTERPRISE,2023-10-15,,active,370,2499
S000681,A000681,PLN_ENTERPRISE,2025-08-21,,active,390,2499
S000682,A000682,PLN_GROWTH,2024-04-26,2025-06-09,cancelled,8,199
S000683,A000683,PLN_SCALE,2023-08-17,,active,62,799
S000684,A000684,PLN_GROWTH,2024-03-05,,active,24,231
S000685,A000685,PLN_STARTER,2024-01-18,2025-11-14,cancelled,5,49
S000686,A000686,PLN_STARTER,2025-03-24,2025-11-10,cancelled,2,49
S000687,A000687,PLN_SCALE,2023-05-02,2024-07-02,cancelled,132,991
S000688,A000688,PLN_GROWTH,2024-02-03,,active,19,199
S000689,A000689,PLN_STARTER,2024-09-19,2025-08-13,cancelled,2,49
S000690,A000690,PLN_GROWTH,2023-12-11,,active,22,215
S000691,A000691,PLN_SCALE,2024-01-14,,active,106,835
S000692,A000692,PLN_STARTER,2023-03-12,2024-04-30,cancelled,5,49
S000693,A000693,PLN_GROWTH,2024-11-11,,active,7,199
S000694,A000694,PLN_GROWTH,2023-05-21,,active,23,223
S000695,A000695,PLN_GROWTH,2024-09-24,,active,18,199
S000696,A000696,PLN_SCALE,2023-10-27,,active,121,925
S000697,A000697,PLN_GROWTH,2023-08-11,,active,21,207
S000698,A000698,PLN_GROWTH,2024-08-16,,active,8,199
S000699,A000699,PLN_STARTER,2025-09-21,,active,2,49
S000700,A000700,PLN_GROWTH,2024-04-03,2024-10-23,cancelled,12,199
S000701,A000701,PLN_SCALE,2025-05-28,,active,95,799
S000702,A000702,PLN_SCALE,2024-02-07,,active,73,799
S000703,A000703,PLN_GROWTH,2023-02-09,,active,12,199
S000704,A000704,PLN_GROWTH,2024-02-28,,active,20,199
S000705,A000705,PLN_SCALE,2025-05-22,2025-11-06,cancelled,89,799
S000706,A000706,PLN_SCALE,2024-04-11,,active,64,799
S000707,A000707,PLN_STARTER,2024-02-18,,active,4,49
S000708,A000708,PLN_ENTERPRISE,2025-04-10,,active,401,2499
S000709,A000709,PLN_STARTER,2023-03-15,,active,3,49
S000710,A000710,PLN_STARTER,2024-10-05,,active,3,49
S000711,A000711,PLN_GROWTH,2024-10-23,,active,19,199
S000712,A000712,PLN_ENTERPRISE,2024-10-08,2025-08-25,cancelled,197,2499
S000713,A000713,PLN_GROWTH,2024-11-09,,active,19,199
S000714,A000714,PLN_STARTER,2025-05-12,,active,3,49
S000715,A000715,PLN_STARTER,2024-03-01,,active,4,49
S000716,A000716,PLN_GROWTH,2024-12-18,,active,18,199
S000717,A000717,PLN_STARTER,2024-11-01,,active,4,49
S000718,A000718,PLN_STARTER,2023-03-16,,active,5,49
S000719,A000719,PLN_STARTER,2023-08-30,2024-02-25,cancelled,2,49
S000720,A000720,PLN_STARTER,2023-12-29,2025-12-01,cancelled,2,49
S000721,A000721,PLN_GROWTH,2024-10-20,,active,17,199
S000722,A000722,PLN_SCALE,2024-08-19,,active,77,799
S000723,A000723,PLN_GROWTH,2025-05-25,,active,15,199
S000724,A000724,PLN_STARTER,2024-12-02,,active,6,59
S000725,A000725,PLN_SCALE,2024-05-12,,active,71,799
S000726,A000726,PLN_STARTER,2023-08-06,2024-10-27,cancelled,3,49
S000727,A000727,PLN_STARTER,2023-06-14,,active,5,49
S000728,A000728,PLN_ENTERPRISE,2023-03-21,,active,466,2499
S000729,A000729,PLN_SCALE,2024-01-05,,active,80,799
S000730,A000730,PLN_STARTER,2023-06-17,2025-05-09,cancelled,4,49
S000731,A000731,PLN_STARTER,2024-05-06,,active,2,49
S000732,A000732,PLN_STARTER,2024-07-16,,active,1,49
S000733,A000733,PLN_SCALE,2025-01-19,,active,87,799
S000734,A000734,PLN_GROWTH,2025-04-08,,active,9,199
S000735,A000735,PLN_GROWTH,2024-01-13,,active,8,199
S000736,A000736,PLN_GROWTH,2023-07-19,,active,10,199
S000737,A000737,PLN_STARTER,2025-04-20,2025-09-07,cancelled,6,59
S000738,A000738,PLN_GROWTH,2025-09-14,,active,7,199
S000739,A000739,PLN_STARTER,2024-12-01,,active,6,59
S000740,A000740,PLN_STARTER,2024-12-18,,active,4,49
S000741,A000741,PLN_GROWTH,2025-07-19,,active,15,199
S000742,A000742,PLN_SCALE,2025-06-05,,active,127,961
S000743,A000743,PLN_ENTERPRISE,2023-12-13,2024-05-18,cancelled,426,2499
S000744,A000744,PLN_GROWTH,2023-08-23,,active,20,199
S000745,A000745,PLN_STARTER,2024-11-07,,active,3,49
S000746,A000746,PLN_SCALE,2024-11-07,,active,82,799
S000747,A000747,PLN_SCALE,2024-10-29,,active,129,973
S000748,A000748,PLN_SCALE,2023-10-06,2025-02-05,cancelled,112,871
S000749,A000749,PLN_STARTER,2023-11-11,,active,4,49
S000750,A000750,PLN_ENTERPRISE,2023-11-07,2024-08-04,cancelled,497,2499
S000751,A000751,PLN_GROWTH,2024-04-18,,active,18,199
S000752,A000752,PLN_GROWTH,2024-01-11,,active,7,199
S000753,A000753,PLN_STARTER,2023-11-28,,active,5,49
S000754,A000754,PLN_GROWTH,2024-05-30,,active,8,199
S000755,A000755,PLN_SCALE,2025-06-20,,active,44,799
S000756,A000756,PLN_STARTER,2024-01-18,2025-05-05,cancelled,4,49
S000757,A000757,PLN_GROWTH,2024-09-20,,active,18,199
S000758,A000758,PLN_GROWTH,2023-02-07,,active,26,247
S000759,A000759,PLN_GROWTH,2023-09-17,,active,10,199
S000760,A000760,PLN_GROWTH,2024-11-09,,active,23,223
S000761,A000761,PLN_STARTER,2023-09-24,,active,3,49
S000762,A000762,PLN_STARTER,2025-08-23,,active,3,49
S000763,A000763,PLN_STARTER,2023-04-28,,active,4,49
S000764,A000764,PLN_STARTER,2023-11-17,2024-07-30,cancelled,4,49
S000765,A000765,PLN_STARTER,2025-04-30,,active,4,49
S000766,A000766,PLN_STARTER,2023-06-05,,active,4,49
S000767,A000767,PLN_GROWTH,2023-09-20,,active,24,231
S000768,A000768,PLN_STARTER,2024-11-10,,active,2,49
S000769,A000769,PLN_SCALE,2023-07-03,,active,62,799
S000770,A000770,PLN_GROWTH,2023-03-30,,active,10,199
S000771,A000771,PLN_STARTER,2023-11-07,2024-10-26,cancelled,5,49
S000772,A000772,PLN_ENTERPRISE,2024-05-17,2025-06-06,cancelled,390,2499
S000773,A000773,PLN_STARTER,2024-08-24,,active,6,59
S000774,A000774,PLN_STARTER,2024-04-04,,active,3,49
S000775,A000775,PLN_GROWTH,2023-04-19,,active,15,199
S000776,A000776,PLN_STARTER,2024-09-07,,active,3,49
S000777,A000777,PLN_ENTERPRISE,2025-05-09,,active,270,2499
S000778,A000778,PLN_STARTER,2025-09-13,,active,5,49
S000779,A000779,PLN_SCALE,2025-09-10,,active,109,853
S000780,A000780,PLN_GROWTH,2024-08-02,,active,25,239
S000781,A000781,PLN_STARTER,2025-03-25,,active,2,49
S000782,A000782,PLN_SCALE,2025-09-30,,active,128,967
S000783,A000783,PLN_GROWTH,2024-07-31,,active,18,199
S000784,A000784,PLN_ENTERPRISE,2023-07-30,,active,400,2499
S000785,A000785,PLN_STARTER,2024-03-15,,active,3,49
S000786,A000786,PLN_GROWTH,2024-08-11,,active,13,199
S000787,A000787,PLN_GROWTH,2024-09-13,,active,26,247
S000788,A000788,PLN_STARTER,2024-01-15,2024-05-03,cancelled,2,49
S000789,A000789,PLN_GROWTH,2024-12-03,,active,26,247
S000790,A000790,PLN_SCALE,2024-09-04,,active,61,799
S000791,A000791,PLN_SCALE,2025-07-08,,active,70,799
S000792,A000792,PLN_GROWTH,2025-05-10,,active,22,215
S000793,A000793,PLN_STARTER,2023-12-29,,active,3,49
S000794,A000794,PLN_STARTER,2025-09-12,,active,4,49
S000795,A000795,PLN_GROWTH,2023-03-05,,active,23,223
S000796,A000796,PLN_SCALE,2023-05-25,2024-03-15,cancelled,106,835
S000797,A000797,PLN_STARTER,2023-01-10,,active,3,49
S000798,A000798,PLN_SCALE,2024-06-25,,active,121,925
S000799,A000799,PLN_STARTER,2024-08-04,,active,4,49
S000800,A000800,PLN_SCALE,2024-08-18,,active,130,979
S000801,A000801,PLN_GROWTH,2025-04-17,,active,25,239
S000802,A000802,PLN_SCALE,2025-01-16,,active,122,931
S000803,A000803,PLN_GROWTH,2023-10-29,,active,19,199
S000804,A000804,PLN_STARTER,2025-09-02,,active,4,49
S000805,A000805,PLN_STARTER,2024-09-23,,active,3,49
S000806,A000806,PLN_GROWTH,2023-03-04,,active,8,199
S000807,A000807,PLN_GROWTH,2024-04-12,,active,13,199
