account_id,created_at,region,segment,acquisition_channel
A000603,2023-03-22,EMEA,SMB,organic
A000604,2023-03-21,NA,mid_market,outbound
A000605,2023-11-13,APAC,SMB,referral
A000606,2024-05-27,EMEA,SMB,referral
A000607,2024-02-05,EMEA,SMB,organic
A000608,2025-05-16,LATAM,SMB,partner
A000609,2023-11-07,APAC,SMB,outbound
A000610,2025-04-21,NA,mid_market,paid_search
A000611,2024-06-04,LATAM,SMB,paid_search
A000612,2024-03-22,EMEA,SMB,referral
A000613,2024-03-09,EMEA,mid_market,organic
A000614,2024-07-05,EMEA,SMB,referral
A000615,2024-05-19,LATAM,SMB,outbound
A000616,2024-06-18,LATAM,SMB,outbound
A000617,2023-05-29,NA,mid_market,organic
A000618,2024-12-04,LATAM,SMB,paid_search
A000619,2025-03-02,APAC,SMB,paid_search
A000620,2025-03-12,NA,SMB,outbound
A000621,2025-08-10,EMEA,mid_market,referral
A000622,2023-10-11,NA,SMB,paid_search
A000623,2023-03-22,LATAM,SMB,organic
A000624,2023-01-18,EMEA,mid_market,outbound
A000625,2025-03-18,EMEA,SMB,partner
A000626,2025-05-16,EMEA,SMB,paid_search
A000627,2023-04-24,APAC,enterprise,partner
A000628,2023-04-09,NA,SMB,partner
A000629,2024-07-23,NA,mid_market,paid_search
A000630,2025-01-05,NA,SMB,partner
A000631,2024-08-13,EMEA,SMB,referral
A000632,2024-08-01,NA,SMB,partner
A000633,2025-08-22,EMEA,mid_market,organic
A000634,2023-07-31,EMEA,SMB,partner
A000635,2025-06-30,NA,SMB,outbound
A000636,2025-09-28,LATAM,SMB,paid_search
A000637,2025-06-11,NA,SMB,referral
A000638,2024-04-26,LATAM,SMB,referral
A000639,2024-05-02,APAC,SMB,referral
A000640,2024-02-13,LATAM,mid_market,referral
A000641,2025-05-30,APAC,mid_market,paid_search
A000642,2023-05-27,NA,SMB,outbound
A000643,2023-04-26,EMEA,SMB,paid_search
A000644,2023-10-20,APAC,mid_market,outbound
A000645,2024-12-24,NA,SMB,organic
A000646,2023-12-06,NA,SMB,referral
A000647,2024-03-05,EMEA,SMB,organic
A000648,2023-10-08,LATAM,SMB,organic
A000649,2025-07-09,NA,mid_market,paid_search
A000650,2025-05-20,EMEA,SMB,organic
A000651,2024-11-28,NA,mid_market,paid_search
A000652,2024-12-30,LATAM,SMB,partner
A000653,2024-01-22,LATAM,SMB,outbound
A000654,2023-09-09,APAC,mid_market,outbound
A000655,2024-08-19,EMEA,mid_market,paid_search
A000656,2024-12-01,LATAM,mid_market,referral
A000657,2025-04-22,EMEA,enterprise,referral
A000658,2024-05-17,APAC,mid_market,referral
A000659,2023-05-29,LATAM,SMB,organic
A000660,2025-09-28,EMEA,SMB,organic
A000661,2025-07-04,LATAM,SMB,organic
A000662,2023-10-25,LATAM,SMB,outbound
A000663,2025-01-31,EMEA,SMB,paid_search
A000664,2023-01-30,EMEA,SMB,outbound
A000665,2023-11-28,APAC,SMB,paid_search
A000666,2023-08-29,APAC,SMB,referral
A000667,2023-12-17,LATAM,enterprise,referral
A000668,2023-10-13,APAC,SMB,outbound
A000669,2025-01-29,NA,mid_market,partner
A000670,2023-07-14,NA,SMB,paid_search
A000671,2023-07-28,EMEA,SMB,organic
A000672,2023-05-17,APAC,SMB,organic
A000673,2023-11-01,NA,SMB,paid_search
A000674,2023-04-05,APAC,SMB,referral
A000675,2024-07-15,APAC,SMB,paid_search
A000676,2023-05-22,APAC,SMB,partner
A000677,2024-05-25,APAC,enterprise,referral
A000678,2024-09-30,APAC,enterprise,organic
A000679,2023-10-17,NA,SMB,paid_search
A000680,2023-10-11,EMEA,enterprise,organic
A000681,2025-08-11,NA,mid_market,paid_search
A000682,2024-04-13,NA,SMB,referral
A000683,2023-08-17,EMEA,mid_market,outbound
A000684,2024-02-18,APAC,SMB,outbound
A000685,2024-01-05,LATAM,SMB,outbound
A000686,2025-03-19,NA,SMB,referral
A000687,2023-04-09,APAC,SMB,paid_search
A000688,2024-01-25,NA,SMB,paid_search
A000689,2024-08-28,EMEA,SMB,paid_search
A000690,2023-11-24,NA,SMB,paid_search
A000691,2024-01-08,EMEA,mid_market,referral
A000692,2023-02-23,APAC,SMB,outbound
A000693,2024-11-11,LATAM,mid_market,paid_search
A000694,2023-05-16,APAC,SMB,paid_search
A000695,2024-09-02,EMEA,SMB,paid_search
A000696,2023-10-20,LATAM,mid_market,outbound
A000697,2023-07-25,EMEA,SMB,referral
A000698,2024-08-12,APAC,mid_market,organic
A000699,2025-09-03,APAC,SMB,partner
A000700,2024-03-28,LATAM,SMB,partner
A000701,2025-05-20,NA,SMB,paid_search
A000702,2024-01-23,EMEA,SMB,referral
A000703,2023-02-01,APAC,mid_market,outbound
A000704,2024-02-20,EMEA,mid_market,referral
A000705,2025-05-03,LATAM,mid_market,partner
A000706,2024-03-30,EMEA,mid_market,paid_search
A000707,2024-02-17,EMEA,SMB,outbound
A000708,2025-04-01,NA,enterprise,organic
A000709,2023-02-25,APAC,SMB,outbound
A000710,2024-09-09,EMEA,SMB,referral
A000711,2024-10-04,LATAM,mid_market,partner
A000712,2024-10-07,APAC,enterprise,referral
A000713,2024-10-27,APAC,SMB,referral
A000714,2025-04-29,LATAM,SMB,paid_search
A000715,2024-03-01,LATAM,SMB,paid_search
A000716,2024-12-03,APAC,mid_market,organic
A000717,2024-10-17,LATAM,SMB,paid_search
A000718,2023-02-14,NA,SMB,paid_search
A000719,2023-08-19,EMEA,SMB,partner
A000720,2023-12-23,EMEA,SMB,outbound
A000721,2024-09-20,EMEA,SMB,paid_search
A000722,2024-07-24,LATAM,SMB,referral
A000723,2025-05-20,EMEA,SMB,referral
A000724,2024-11-20,LATAM,SMB,outbound
A000725,2024-04-17,LATAM,enterprise,partner
A000726,2023-07-19,APAC,SMB,paid_search
A000727,2023-06-04,APAC,SMB,organic
A000728,2023-03-01,APAC,enterprise,partner
A000729,2023-12-12,EMEA,SMB,outbound
A000730,2023-06-10,EMEA,SMB,organic
A000731,2024-04-12,NA,SMB,outbound
A000732,2024-06-17,EMEA,SMB,partner
A000733,2025-01-03,LATAM,SMB,paid_search
A000734,2025-04-05,LATAM,SMB,referral
A000735,2024-01-05,EMEA,mid_market,partner
A000736,2023-07-16,LATAM,mid_market,referral
A000737,2025-04-07,APAC,SMB,partner
A000738,2025-09-06,APAC,mid_market,partner
A000739,2024-11-19,LATAM,SMB,partner
A000740,2024-12-14,APAC,SMB,outbound
A000741,2025-07-10,LATAM,SMB,organic
A000742,2025-05-30,APAC,mid_market,organic
A000743,2023-12-12,LATAM,enterprise,paid_search
A000744,2023-07-24,APAC,mid_market,organic
A000745,2024-10-17,LATAM,SMB,partner
A000746,2024-11-03,LATAM,SMB,paid_search
A000747,2024-10-03,APAC,mid_market,outbound
A000748,2023-09-12,NA,mid_market,outbound
A000749,2023-11-03,LATAM,SMB,organic
A000750,2023-10-11,LATAM,mid_market,partner
A000751,2024-04-11,NA,mid_market,partner
A000752,2023-12-12,EMEA,mid_market,referral
A000753,2023-11-13,EMEA,SMB,paid_search
A000754,2024-05-16,NA,SMB,outbound
A000755,2025-05-31,APAC,mid_market,organic
A000756,2023-12-28,APAC,SMB,outbound
A000757,2024-09-19,NA,SMB,outbound
A000758,2023-01-23,NA,SMB,paid_search
A000759,2023-09-06,APAC,SMB,organic
A000760,2024-10-10,LATAM,SMB,organic
A000761,2023-09-06,EMEA,SMB,referral
A000762,2025-07-29,NA,SMB,referral
A000763,2023-04-12,LATAM,SMB,outbound
A000764,2023-11-05,APAC,SMB,referral
A000765,2025-04-10,APAC,SMB,partner
A000766,2023-05-20,EMEA,SMB,partner
A000767,2023-09-13,NA,SMB,paid_search
A000768,2024-10-24,EMEA,SMB,outbound
A000769,2023-07-03,EMEA,SMB,paid_search
A000770,2023-03-08,APAC,SMB,organic
A000771,2023-11-06,LATAM,SMB,organic
A000772,2024-05-11,LATAM,enterprise,partner
A000773,2024-08-21,EMEA,SMB,partner
A000774,2024-03-29,APAC,SMB,paid_search
A000775,2023-04-14,APAC,SMB,organic
A000776,2024-08-16,NA,SMB,paid_search
A000777,2025-04-20,NA,mid_market,partner
A000778,2025-09-11,EMEA,SMB,outbound
A000779,2025-09-05,EMEA,mid_market,organic
A000780,2024-07-28,APAC,mid_market,partner
A000781,2025-03-12,EMEA,SMB,outbound
A000782,2025-09-30,APAC,mid_market,organic
A000783,2024-07-07,LATAM,mid_market,partner
A000784,2023-07-05,APAC,enterprise,partner
A000785,2024-02-21,NA,SMB,partner
A000786,2024-08-02,NA,SMB,outbound
A000787,2024-08-16,LATAM,SMB,partner
A000788,2023-12-26,APAC,SMB,partner
A000789,2024-11-30,EMEA,mid_market,outbound
A000790,2024-08-23,EMEA,mid_market,paid_search
A000791,2025-06-08,EMEA,mid_market,paid_search
A000792,2025-05-04,NA,SMB,partner
A000793,2023-12-19,LATAM,SMB,referral
A000794,2025-08-30,LATAM,SMB,referral
A000795,2023-03-04,APAC,SMB,partner
A000796,2023-05-25,APAC,SMB,paid_search
A000797,2023-01-01,LATAM,SMB,outbound
A000798,2024-05-28,APAC,mid_market,organic
A000799,2024-07-12,NA,SMB,organic
A000800,2024-07-26,NA,SMB,outbound
A000801,2025-03-31,LATAM,SMB,referral
A000802,2025-01-04,APAC,SMB,paid_search
A000803,2023-10-21,LATAM,mid_market,partner
A000804,2025-08-23,LATAM,SMB,organic
A000805,2024-09-03,EMEA,SMB,organic
A000806,2023-02-09,LATAM,mid_market,referral
A000807,2024-04-07,EMEA,SMB,referral
A000808,2024-02-12,NA,SMB,referral
A000809,2025-08-22,EMEA,SMB,organic
A000810,2024-06-17,LATAM,SMB,organic
A000811,2024-06-30,LATAM,SMB,outbound
A000812,2025-01-31,LATAM,mid_market,partner
A000813,2025-02-16,APAC,SMB,outbound
A000814,2024-11-26,EMEA,SMB,paid_search
A000815,2025-04-10,NA,mid_market,outbound
A000816,2023-06-29,LATAM,mid_market,partner
A000817,2023-04-26,EMEA,enterprise,organic
A000818,2024-08-07,NA,SMB,partner
A000819,2024-08-12,NA,mid_market,outbound
A000820,2024-03-15,NA,SMB,paid_search
A000821,2025-02-24,APAC,SMB,organic
A000822,2024-06-01,NA,SMB,organic
A000823,2023-05-22,LATAM,SMB,partner
A000824,2025-09-28,EMEA,SMB,outbound
A000825,2023-08-28,APAC,SMB,referral
A000826,2023-04-01,LATAM,SMB,referral
A000827,2025-02-08,NA,SMB,paid_search
A000828,2023-12-08,LATAM,SMB,outbound
A000829,2024-08-04,NA,SMB,referral
A000830,2024-06-18,APAC,SMB,outbound
A000831,2024-09-10,APAC,SMB,partner
A000832,2023-06-26,EMEA,SMB,paid_search
A000833,2023-08-03,NA,SMB,partner
A000834,2025-09-23,NA,SMB,referral
A000835,2024-02-20,NA,mid_market,paid_search
A000836,2025-01-06,APAC,SMB,organic
A000837,2023-03-31,EMEA,SMB,partner
A000838,2023-11-02,EMEA,SMB,partner
A000839,2023-10-25,EMEA,SMB,referral
A000840,2025-09-04,APAC,enterprise,referral
A000841,2023-12-09,EMEA,SMB,organic
A000842,2023-12-25,APAC,mid_market,referral
A000843,2024-07-19,LATAM,SMB,paid_search
A000844,2023-02-17,NA,SMB,outbound
A000845,2024-11-25,LATAM,SMB,partner
A000846,2023-09-01,NA,SMB,referral
A000847,2023-03-19,APAC,mid_market,outbound
A000848,2025-02-11,LATAM,SMB,paid_search
A000849,2024-06-02,APAC,SMB,referral
A000850,2023-12-28,APAC,SMB,paid_search
A000851,2025-02-19,LATAM,enterprise,outbound
A000852,2024-11-03,NA,SMB,partner
A000853,2024-07-11,LATAM,SMB,referral
A000854,2024-12-22,LATAM,SMB,partner
A000855,2023-09-18,NA,SMB,referral
A000856,2024-02-05,EMEA,SMB,outbound
A000857,2024-12-27,NA,SMB,paid_search
A000858,2024-04-06,NA,SMB,outbound
A000859,2023-12-06,EMEA,mid_market,outbound
A000860,2023-07-08,EMEA,SMB,partner
A000861,2024-06-13,APAC,SMB,organic
A000862,2024-03-11,NA,SMB,outbound
A000863,2024-12-27,LATAM,SMB,outbound
A000864,2025-08-17,APAC,SMB,partner
A000865,2024-06-14,APAC,enterprise,referral
A000866,2023-04-14,LATAM,SMB,organic
A000867,2023-07-29,APAC,SMB,outbound
A000868,2025-08-20,LATAM,SMB,partner
A000869,2024-11-21,EMEA,mid_market,referral
A000870,2025-03-15,APAC,SMB,organic
A000871,2024-01-01,NA,SMB,paid_search
A000872,2024-12-08,APAC,SMB,outbound
A000873,2024-12-26,EMEA,enterprise,referral
A000874,2023-09-16,APAC,SMB,outbound
A000875,2024-06-28,NA,SMB,organic
A000876,2024-12-21,LATAM,mid_market,organic
A000877,2023-09-16,APAC,enterprise,partner
A000878,2023-07-23,NA,mid_market,paid_search
A000879,2025-09-23,LATAM,mid_market,referral
A000880,2023-03-26,EMEA,mid_market,paid_search
A000881,2023-01-27,APAC,mid_market,referral
A000882,2025-05-16,APAC,SMB,outbound
A000883,2024-08-25,EMEA,SMB,referral
A000884,2023-10-14,NA,enterprise,paid_search
A000885,2024-07-31,NA,SMB,paid_search
A000886,2023-09-08,APAC,SMB,outbound
A000887,2024-08-21,APAC,SMB,referral
A000888,2024-12-05,APAC,SMB,referral
A000889,2023-09-24,LATAM,SMB,referral
A000890,2024-12-27,NA,enterprise,paid_search
A000891,2023-12-24,LATAM,mid_market,referral
A000892,2023-06-03,EMEA,mid_market,paid_search
A000893,2023-09-29,LATAM,mid_market,organic
A000894,2024-10-30,EMEA,SMB,referral
A000895,2023-06-21,EMEA,enterprise,outbound
A000896,2023-10-13,LATAM,enterprise,referral
A000897,2024-11-03,APAC,SMB,partner
A000898,2024-01-31,LATAM,mid_market,outbound
A000899,2025-09-26,LATAM,mid_market,organic
A000900,2024-02-09,NA,mid_market,organic
A000901,2025-05-29,LATAM,SMB,paid_search
A000902,2023-07-29,APAC,SMB,referral
A000903,2023-12-15,LATAM,SMB,referral
A000904,2025-01-01,EMEA,SMB,paid_search
A000905,2023-08-11,LATAM,SMB,organic
A000906,2023-05-11,LATAM,SMB,referral
A000907,2025-03-19,EMEA,SMB,organic
A000908,2024-11-08,APAC,mid_market,paid_search
A000909,2024-03-31,APAC,SMB,paid_search
A000910,2023-02-08,APAC,SMB,outbound
A000911,2024-12-05,EMEA,SMB,paid_search
A000912,2023-02-01,LATAM,mid_market,organic
A000913,2024-06-27,APAC,SMB,referral
A000914,2024-04-25,NA,SMB,paid_search
A000915,2023-08-06,LATAM,SMB,organic
A000916,2024-02-05,NA,enterprise,referral
A000917,2024-04-13,NA,SMB,paid_search
A000918,2025-01-20,APAC,SMB,paid_search
A000919,2024-10-31,LATAM,mid_market,organic
A000920,2023-10-14,LATAM,SMB,outbound
A000921,2023-01-11,EMEA,SMB,organic
A000922,2023-02-23,EMEA,SMB,referral
A000923,2023-04-08,EMEA,SMB,partner
A000924,2024-08-01,APAC,mid_market,referral
A000925,2025-05-22,NA,SMB,outbound
A000926,2023-06-05,EMEA,SMB,partner
A000927,2023-12-25,APAC,mid_market,organic
A000928,2025-07-17,EMEA,mid_market,referral
A000929,2025-07-08,LATAM,SMB,organic
A000930,2024-12-12,APAC,SMB,referral
A000931,2024-08-05,EMEA,mid_market,partner
A000932,2023-05-05,NA,mid_market,partner
A000933,2025-02-03,NA,SMB,referral
A000934,2023-01-22,LATAM,SMB,referral
A000935,2025-03-11,APAC,SMB,organic
A000936,2023-06-17,APAC,mid_market,paid_search
A000937,2023-03-07,APAC,enterprise,partner
A000938,2023-09-07,NA,SMB,referral
A000939,2025-04-20,APAC,SMB,partner
A000940,2023-06-13,EMEA,enterprise,paid_search
A000941,2025-05-08,EMEA,mid_market,organic
A000942,2023-01-10,APAC,mid_market,paid_search
A000943,2024-09-17,EMEA,mid_market,paid_search
A000944,2023-06-30,EMEA,SMB,outbound
A000945,2024-04-25,APAC,SMB,organic
A000946,2023-07-05,LATAM,SMB,outbound
A000947,2023-08-27,APAC,SMB,referral
A000948,2024-12-31,NA,SMB,partner
A000949,2023-02-13,APAC,SMB,referral
A000950,2023-01-06,EMEA,mid_market,paid_search
A000951,2023-05-24,NA,mid_market,partner
A000952,2024-07-07,APAC,SMB,paid_search
A000953,2025-04-04,APAC,SMB,referral
A000954,2023-01-10,NA,SMB,outbound
A000955,2025-05-20,APAC,SMB,outbound
A000956,2025-08-28,NA,mid_market,organic
A000957,2025-05-29,APAC,SMB,paid_search
A000958,2025-02-12,EMEA,SMB,outbound
A000959,2024-03-24,APAC,SMB,paid_search
A000960,2024-01-29,NA,SMB,organic
A000961,2024-08-19,LATAM,enterprise,outbound
A000962,2024-02-21,LATAM,SMB,outbound
A000963,2023-06-22,NA,SMB,outbound
A000964,2025-08-18,LATAM,SMB,outbound
A000965,2023-05-02,LATAM,SMB,partner
A000966,2023-04-15,LATAM,SMB,outbound
A000967,2024-05-14,NA,SMB,paid_search
A000968,2023-10-20,LATAM,mid_market,paid_search
A000969,2023-07-02,EMEA,SMB,referral
A000970,2023-08-01,EMEA,mid_market,referral
A000971,2024-04-02,LATAM,SMB,referral
A000972,2024-08-18,EMEA,SMB,partner
A000973,2024-07-06,LATAM,SMB,paid_search
A000974,2023-11-15,LATAM,SMB,organic
A000975,2023-08-18,APAC,SMB,referral
A000976,2024-05-08,LATAM,SMB,outbound
A000977,2024-09-15,NA,SMB,paid_search
A000978,2025-09-26,EMEA,SMB,organic
A000979,2023-01-14,NA,mid_market,referral
A000980,2025-09-21,APAC,mid_market,outbound
A000981,2024-09-14,APAC,SMB,outbound
A000982,2023-03-28,EMEA,SMB,referral
A000983,2025-09-03,NA,SMB,paid_search
A000984,2024-08-04,APAC,SMB,partner
A000985,2024-12-09,APAC,SMB,partner
A000986,2023-04-28,EMEA,SMB,organic
A000987,2024-12-25,APAC,SMB,paid_search
A000988,2023-02-02,EMEA,mid_market,paid_search
A000989,2024-03-22,APAC,SMB,outbound
A000990,2023-12-31,EMEA,enterprise,organic
A000991,2025-05-18,LATAM,enterprise,outbound
A000992,2024-02-08,EMEA,SMB,outbound
A000993,2024-01-15,EMEA,mid_market,organic
A000994,2023-06-19,NA,SMB,partner
A000995,2023-09-11,APAC,SMB,outbound
A000996,2024-06-02,LATAM,mid_market,organic
A000997,2023-05-31,APAC,SMB,outbound
A000998,2024-02-04,EMEA,SMB,partner
A000999,2024-07-10,EMEA,SMB,referral
A001000,2025-01-29,LATAM,SMB,outbound
A001001,2024-05-22,LATAM,SMB,partner
A001002,2023-05-14,LATAM,SMB,partner
A001003,2023-12-20,LATAM,SMB,paid_search
A001004,2024-05-18,APAC,SMB,organic
A001005,2023-03-25,EMEA,mid_market,outbound
A001006,2023-11-27,EMEA,SMB,partner
A001007,2023-08-29,LATAM,SMB,paid_search
A001008,2024-01-05,NA,SMB,organic
A001009,2024-09-29,EMEA,mid_market,organic
A001010,2024-08-26,LATAM,mid_market,referral
A001011,2023-11-28,NA,mid_market,outbound
A001012,2025-05-09,EMEA,SMB,referral
A001013,2023-11-15,NA,mid_market,paid_search
A001014,2023-01-26,LATAM,mid_market,outbound
A001015,2024-07-25,APAC,mid_market,referral
A001016,2024-06-23,APAC,mid_market,partner
A001017,2023-11-09,LATAM,SMB,partner
A001018,2025-04-02,APAC,SMB,partner
A001019,2025-04-17,LATAM,SMB,paid_search
A001020,2023-01-06,EMEA,SMB,partner
A001021,2023-08-12,LATAM,SMB,outbound
A001022,2023-05-20,APAC,SMB,organic
A001023,2025-03-25,APAC,SMB,referral
A001024,2023-07-02,LATAM,SMB,referral
A001025,2024-01-18,NA,SMB,paid_search
A001026,2025-03-29,LATAM,SMB,outbound
A001027,2024-08-30,NA,SMB,organic
A001028,2025-08-19,NA,mid_market,referral
A001029,2023-05-08,APAC,SMB,referral
A001030,2024-07-09,APAC,SMB,partner
A001031,2023-12-01,NA,SMB,paid_search
A001032,2025-08-21,APAC,SMB,paid_search
A001033,2024-02-14,LATAM,mid_market,organic
A001034,2023-05-17,LATAM,SMB,referral
A001035,2025-06-25,NA,mid_market,partner
A001036,2024-02-19,NA,mid_market,organic
A001037,2024-08-20,APAC,SMB,partner
A001038,2025-01-24,LATAM,SMB,outbound
A001039,2025-07-21,NA,SMB,paid_search
A001040,2023-09-22,APAC,enterprise,paid_search
A001041,2024-03-09,NA,SMB,partner
A001042,2025-08-17,APAC,SMB,referral
A001043,2023-01-20,APAC,enterprise,referral
A001044,2025-08-16,APAC,SMB,partner
A001045,2023-12-06,EMEA,mid_market,organic
A001046,2023-01-22,LATAM,enterprise,organic
A001047,2023-08-20,APAC,mid_market,outbound
A001048,2023-12-29,APAC,SMB,partner
A001049,2023-12-23,LATAM,SMB,partner
A001050,2024-12-18,NA,SMB,referral
A001051,2024-07-10,APAC,SMB,referral
A001052,2025-04-02,APAC,SMB,outbound
A001053,2024-12-31,NA,SMB,partner
A001054,2024-09-07,LATAM,mid_market,organic
A001055,2025-03-04,APAC,SMB,referral
A001056,2025-02-04,EMEA,SMB,paid_search
A001057,2024-03-09,NA,mid_market,organic
A001058,2023-05-12,EMEA,SMB,paid_search
A001059,2024-08-13,EMEA,mid_market,partner
A001060,2025-03-18,LATAM,SMB,outbound
A001061,2023-02-28,NA,SMB,organic
A001062,2025-09-13,NA,SMB,outbound
A001063,2023-11-25,LATAM,SMB,partner
A001064,2024-03-04,LATAM,SMB,outbound
A001065,2023-06-02,LATAM,SMB,organic
A001066,2025-07-12,LATAM,SMB,paid_search
A001067,2025-04-19,APAC,mid_market,partner
A001068,2025-02-19,EMEA,SMB,referral
A001069,2023-04-06,NA,SMB,outbound
A001070,2023-03-29,EMEA,SMB,paid_search
A001071,2025-05-28,EMEA,SMB,outbound
A001072,2025-01-17,LATAM,SMB,partner
A001073,2023-02-15,EMEA,SMB,paid_search
A001074,2024-09-02,LATAM,SMB,partner
A001075,2023-05-17,NA,SMB,referral
A001076,2025-07-25,EMEA,mid_market,outbound
A001077,2023-07-09,EMEA,SMB,paid_search
A001078,2025-04-06,LATAM,SMB,paid_search
A001079,2023-02-23,EMEA,mid_market,outbound
A001080,2025-01-31,NA,enterprise,referral
A001081,2024-06-12,LATAM,mid_market,partner
A001082,2025-04-28,EMEA,enterprise,outbound
A001083,2024-07-25,APAC,mid_market,outbound
A001084,2025-07-31,EMEA,SMB,outbound
A001085,2023-05-23,EMEA,SMB,paid_search
A001086,2024-01-30,NA,mid_market,outbound
A001087,2025-02-12,EMEA,enterprise,partner
A001088,2024-02-29,NA,SMB,referral
A001089,2025-07-17,EMEA,mid_market,partner
A001090,2024-07-23,LATAM,SMB,paid_search
A001091,2024-08-16,LATAM,SMB,referral
A001092,2024-09-28,APAC,SMB,partner
A001093,2023-11-15,APAC,mid_market,paid_search
A001094,2023-12-10,NA,SMB,outbound
A001095,2024-10-19,NA,SMB,organic
A001096,2025-02-27,EMEA,SMB,partner
A001097,2023-09-14,EMEA,SMB,outbound
A001098,2024-11-01,EMEA,SMB,organic
A001099,2024-05-17,EMEA,mid_market,partner
A001100,2023-07-08,EMEA,enterprise,organic
A001101,2024-03-16,NA,SMB,outbound
A001102,2023-12-03,APAC,SMB,partner
A001103,2025-07-15,LATAM,mid_market,outbound
A001104,2024-05-26,LATAM,mid_market,partner
A001105,2025-06-24,NA,SMB,paid_search
A001106,2023-03-03,LATAM,SMB,referral
A001107,2025-03-15,LATAM,SMB,partner
A001108,2025-09-29,EMEA,SMB,referral
A001109,2025-09-26,LATAM,mid_market,paid_search
A001110,2024-10-31,APAC,SMB,paid_search
A001111,2023-04-14,EMEA,SMB,outbound
A001112,2024-02-20,EMEA,mid_market,paid_search
A001113,2024-08-01,NA,SMB,organic
A001114,2024-04-15,EMEA,SMB,referral
A001115,2024-05-22,NA,mid_market,referral
A001116,2024-09-23,LATAM,mid_market,outbound
A001117,2024-05-28,NA,SMB,outbound
A001118,2024-04-05,EMEA,SMB,paid_search
A001119,2023-11-12,NA,SMB,paid_search
A001120,2025-02-08,NA,SMB,partner
A001121,2023-04-05,NA,SMB,organic
A001122,2024-01-04,NA,SMB,outbound
A001123,2025-05-02,APAC,mid_market,partner
A001124,2023-08-03,NA,SMB,referral
A001125,2024-05-10,EMEA,SMB,referral
A001126,2025-07-28,APAC,mid_market,organic
A001127,2025-03-23,LATAM,enterprise,referral
A001128,2025-02-25,APAC,SMB,partner
A001129,2023-06-25,APAC,mid_market,paid_search
A001130,2025-04-24,LATAM,SMB,referral
A001131,2025-08-07,APAC,SMB,paid_search
A001132,2025-01-10,APAC,mid_market,organic
A001133,2024-03-30,LATAM,SMB,partner
A001134,2023-12-29,APAC,enterprise,referral
A001135,2024-01-30,APAC,SMB,paid_search
A001136,2023-08-23,LATAM,mid_market,outbound
A001137,2024-03-26,NA,mid_market,paid_search
A001138,2024-12-06,NA,SMB,partner
A001139,2025-05-15,LATAM,SMB,outbound
A001140,2023-06-13,LATAM,enterprise,paid_search
A001141,2025-09-24,EMEA,mid_market,referral
A001142,2023-04-18,NA,mid_market,organic
A001143,2023-05-11,APAC,SMB,paid_search
A001144,2025-09-05,NA,SMB,paid_search
A001145,2024-04-22,NA,SMB,partner
A001146,2024-08-22,NA,SMB,outbound
A001147,2024-10-26,LATAM,SMB,organic
A001148,2025-08-15,EMEA,SMB,referral
